pamukkale	棉花堡	土耳其	Kayas Restaurant & Bar	['土耳其肉丸Köfte', '炖菜Güveç']	Izgara_köfte.jpg
pamukkale	棉花堡	土耳其	代尼兹利市里的Denizli Kebap老店	['Denizli Kebabı 果木烤羊肉']	Denizli_kebabı.png
papua	巴布亚	印度尼西亚	Tembok Berlin海堤烤鱼摊（索龙，如Warung Malioboro）	['rica-rica烤石斑', '烤baronang篮子鱼', 'sambal dabu-dabu']	Sambal_rica.JPG
papua	巴布亚	印度尼西亚	Warung Ikan Bakar 46（Waisai）	['烤鱼配黄姜饭', '空心菜炒辣椒', '冰椰子']	Gurame_bakar_kecap_2.JPG
papua	巴布亚	印度尼西亚	Pondok Lesehan（Waisai）	['papeda西米糊配ikan kuah kuning黄汤鱼', '烤香蕉', '炒面']	Papeda,_Kuah_Kuning,_Ikan_Tude_Bakar_2.jpg
papua	巴布亚	印度尼西亚	RM Srikandi（Waisai）	['nasi campur杂菜饭', '炸鸡配sambal', 'es teh冰茶']	Plate_of_nasi_campur_(Mandarin_Oriental_Hotel_Mahapahit,_Surabaya,_Indonesia).png
papua	巴布亚	印度尼西亚	家庭homestay包餐（Kri/Arborek岛）	['现捞烤鱼', '椰浆蒸木薯', '炸香蕉配棕榈糖']	Gurame_bakar_kecap_2.JPG
paris	巴黎	法国	L'As du Fallafel	['炸鹰嘴豆丸口袋饼', '沙瓦玛']	Falafels_2.jpg
paris	巴黎	法国	Bouillon Pigalle	['韭葱油醋汁', '红酒炖牛肉', '焦糖布丁']	Beef_bourguignon_NYT.jpg
paris	巴黎	法国	Breizh Café	['荞麦咸可丽饼', '焦糖黄油甜可丽饼']	Galette_saucisse_1.JPG
paris	巴黎	法国	Le Relais de l'Entrecôte	['秘制酱汁牛排配薯条']	Reel_and_Brand_-_September_2021_-_Sarah_Stierch_05.jpg
paris	巴黎	法国	Chez Janou	['普罗旺斯炖菜', '自助巧克力慕斯']	Ratatouille_home_cooked.jpg
patagonia	巴塔哥尼亚	阿根廷	Full Sánchez（El Calafate）	['milanesa三明治', 'lomito牛排堡']	Milanesa_con_fritas.png
patagonia	巴塔哥尼亚	阿根廷	La Cervecería Chaltén	['locro炖菜', '自酿IPA']	Locro_argentino.jpg
patagonia	巴塔哥尼亚	阿根廷	Maffía（El Chaltén）	['sorrentinos羊肉大馄饨', '手工意面']	Sorrentinos.jpg
patagonia	巴塔哥尼亚	阿根廷	La Tablita（El Calafate）	['parrilla烤肉拼盘', '血肠morcilla']	Asado_2005.jpg
patagonia	巴塔哥尼亚	阿根廷	Don Pichón（El Calafate）	['cordero patagónico炭架烤羊', '阿根廷马尔贝克']	Asado_2005.jpg
petra	佩特拉	约旦	Sanabel Bakery	['现烤大饼', '法拉费夹饼']	Flatbread.JPG
petra	佩特拉	约旦	Al Wadi Restaurant	['加拉耶特番茄 Galayet Bandora', '鸡肉沙威玛']	قلاية_بندورة.jpg
petra	佩特拉	约旦	My Mom's Recipe Restaurant	['曼萨夫 Mansaf', '马克卢巴 Maqluba']	Mansaf,_the_traditional_dish_of_Jordan.jpg
petra	佩特拉	约旦	Petra Kitchen	['自己动手做的曼萨夫', '塔布勒沙拉 Tabbouleh']	Mansaf,_the_traditional_dish_of_Jordan.jpg
petronas-kl	吉隆坡	马来西亚	Village Park Restaurant	['nasi lemak椰浆饭配炸鸡', '叁巴酱']	Nasi_Lemak_dengan_Chili_Nasi_Lemak_dan_Sotong_Pedas,_di_Penang_Summer_Restaurant.jpg
petronas-kl	吉隆坡	马来西亚	金莲记 Kim Lian Kee（茨厂街）	['炭炒福建面', '月光河']	Newton_HokkienMee.JPG
petronas-kl	吉隆坡	马来西亚	Bijan Bar & Restaurant	['牛肉rendang', '叁巴虎虾', 'onde-onde甜品']	Rendang_daging_sapi_asli_Padang.JPG
phi-phi	皮皮岛	泰国	Only Noodles（通赛村）	['pad thai炒河粉']	Phat_Thai_kung_Chang_Khien_street_stall.jpg
phi-phi	皮皮岛	泰国	Papaya Restaurant	['打抛猪肉饭', '绿咖喱', '冬阴功']	Basil_fried_crispy_pork_with_rice_-_Chiang_Mai_-_2017-07-11_(002).jpg
phi-phi	皮皮岛	泰国	Phi Phi Bakery	['牛角包', '香蕉煎饼', '泰式奶茶']	Croissant-Petr_Kratochvil.jpg
phuket	普吉岛	泰国	Abdul's Roti Shop（老城Thalang路）	['香蕉roti', '原味roti蘸咖喱']	Canai.jpg
phuket	普吉岛	泰国	Lock Tien Food Court（老城）	['福建面', 'popia润饼', '泰南甜品']	Newton_HokkienMee.JPG
phuket	普吉岛	泰国	Mee Ton Poe	['炒福建面', '肉骨茶']	Newton_HokkienMee.JPG
phuket	普吉岛	泰国	Go Benz（普吉镇）	['砂锅猪肉粥', '卤猪脚饭']	Chinese_rice_congee.jpg
phuket	普吉岛	泰国	One Chun Cafe & Restaurant	['蟹肉黄咖喱', 'moo hong焖五花肉']	Caril_de_caranguejo.jpg
phuket	普吉岛	泰国	Raya Restaurant	['蟹黄咖喱配米线', '虾酱空心菜']	Caril_de_caranguejo.jpg
